klucz,short_name,nationality,club_name,league_name,position
00008679,Pleguezuelo,Spain,FC Twente,Holland Eredivisie,RCB
00010252,Pol Freixanet,Spain,CF Fuenlabrada,Spanish Segunda División,GK
00002246,Pol Llonch,Spain,Willem II,Holland Eredivisie,LCM
00005336,Pombaxinho,Brazil,Goiás,Campeonato Brasileiro Série A,LCB
00000203,Portu,Spain,Real Sociedad,Spain Primera Division,RW
00001976,Postigo,Spain,Levante UD,Spain Primera Division,RCB
00003890,Pozo,Spain,Rayo Vallecano,Spanish Segunda División,LCM
00000652,Pozuelo,Spain,Toronto FC,USA Major League Soccer,CAM
00000893,Prazeracinho,Brazil,Flamengo,Campeonato Brasileiro Série A,LW
00001148,Puertas,Spain,Granada CF,Spain Primera Division,RM
00001738,Pulido,Spain,SD Huesca,Spain Primera Division,RCB
00012352,Q. Bena,France,Chamois Niortais Football Club,French Ligue 2,RB
00004387,Q. Bernard,France,AJ Auxerre,French Ligue 2,LB
00006492,Q. Boisgard,France,FC Lorient,French Ligue 1,CAM
00006890,Q. Cornette,France,Le Havre AC,French Ligue 2,RM
00008699,Q. Daubin,France,Pau FC,French Ligue 2,LCM
00005611,Q. Laci,Albania,AC Ajaccio,French Ligue 2,LDM
00007791,Q. Lecoeuche,France,AC Ajaccio,French Ligue 2,LM
00010095,Q. Menig,Netherlands,FC Twente,Holland Eredivisie,LW
00010558,Q. Moll,Germany,TSV 1860 München,German 3. Bundesliga,CDM
00000267,Q. Promes,Netherlands,Ajax,Holland Eredivisie,CAM
00005945,Q. Westberg,United States,Toronto FC,USA Major League Soccer,GK
00014577,Qian Jiegei,China PR,Shanghai Greenland Shenhua FC,Chinese Super League,RCM
00011863,Querol,Spain,CE Sabadell FC,Spanish Segunda División,LM
00002085,Quintilla,Spain,Norwich City,English League Championship,LB
00000779,R. Aguilar,France,AS Monaco,French Ligue 1,RB
00003810,R. Ait Nouri,France,Angers SCO,French Ligue 1,LB
00017566,R. Akbari,Australia,Brisbane Roar,Australian Hyundai A-League,RCM
00013635,R. Alborno,Paraguay,River Plate Asunción,Paraguayan Primera División,LM
00001056,R. Alessandrini,France,Qingdao Huanghai F.C.,Chinese Super League,LCM
00006287,R. Aliendro,Argentina,Club Atlético Colón,Argentina Primera División,LCM
00009041,R. Allsop,England,Wycombe Wanderers,English League Championship,GK
00011384,R. Alm,Sweden,IF Elfsborg,Swedish Allsvenskan,RW
00003577,R. Amalfitano,France,Dijon FCO,French Ligue 1,LCM
00010720,R. Andreutti,Venezuela,Caracas FC,Venezuelan Primera División,RDM
00003272,R. Andrich,Germany,1. FC Union Berlin,German 1. Bundesliga,LDM
00008030,R. Armand,France,Pau FC,French Ligue 2,RS
00008728,R. Ashurmatov,Uzbekistan,GwangJu FC,Korean K League Classic,RCB
00002188,R. Assale,Ivory Coast,Dijon FCO,French Ligue 1,ST
00003096,R. Baku,Germany,1. FSV Mainz 05,German 1. Bundesliga,RB
00014352,R. Banegas,Bolivia,Oriente Petrolero,Liga de Fútbol Profesional Boliviano,GK
00009877,R. Basque,France,Le Havre AC,French Ligue 2,LCM
00006903,R. Bayard,France,Pau FC,French Ligue 2,LM
00003181,R. Bazoer,Netherlands,Vitesse,Holland Eredivisie,CB
00009925,R. Becker,Germany,SG Dynamo Dresden,German 3. Bundesliga,RB
00000559,R. Bensebaini,Algeria,Borussia Mönchengladbach,German 1. Bundesliga,LB
00013751,R. Benson,Republic of Ireland,St. Patrick's Athletic,Rep. Ireland Airtricity League,LCM
00004496,R. Benzar,Romania,Lecce,Italian Serie B,RB
00001964,R. Beric,Slovenia,Chicago Fire,USA Major League Soccer,ST
00000796,R. Bertrand,England,Southampton,English Premier League,LB
00011742,R. Blanco,Venezuela,AC Mineros de Guayana,Venezuelan Primera División,LS
00005177,R. Boateng,Ghana,AD Alcorcón,Spanish Segunda División,CAM
00005028,R. Bobadilla,Paraguay,Club Guaraní,Paraguayan Primera División,LS
00006438,R. Boboc,Romania,FC Viitorul,Romanian Liga I,RB
00005989,R. Boffin,Belgium,Antalyaspor,Turkish Süper Lig,GK
00007528,R. Bogarin,Paraguay,Club Libertad,Paraguayan Primera División,LS
00011394,R. Boissier,France,Rodez Aveyron Football,French Ligue 2,RCM
00006659,R. Bormuth,Germany,Karlsruher SC,German 2. Bundesliga,RCB
00000726,R. Borre,Colombia,River Plate,Argentina Primera División,RS
00001401,R. Boudebouz,Algeria,AS Saint-Étienne,French Ligue 1,CAM
00011470,R. Bouhenna,Algeria,Sepsi OSK,Romanian Liga I,RCB
00012749,R. Bowman,England,Exeter City,English League Two,RS
00016595,R. Brennan,Republic of Ireland,Shelbourne FC,Rep. Ireland Airtricity League,CAM
00013548,R. Bruseke,Germany,SC Verl,German 3. Bundesliga,GK
00005632,R. Burbano,Ecuador,Emelec,Ecuadorian Serie A,RAM
00005592,R. Burke,England,Hull City,English League One,RCB
00000114,R. Burki,Switzerland,Borussia Dortmund,German 1. Bundesliga,GK
00009654,R. Bushiri,Belgium,KV Mechelen,Belgian Jupiler Pro League,LCB
00013510,R. Cabrera,Paraguay,Sportivo Luqueno,Paraguayan Primera División,RB
00015441,R. Cabrera,Uruguay,Nacional Potosí,Liga de Fútbol Profesional Boliviano,CB
00009552,R. Caicedo,Ecuador,Emelec,Ecuadorian Serie A,RB
00017061,R. Callachan,Scotland,Hamilton Academical FC,Scottish Premiership,LCM
00009360,R. Camacho,France,Montreal Impact,USA Major League Soccer,RCB
00004139,R. Carrascal,Colombia,América de Cali,Colombian Liga Postobón,RCM
00017103,R. Cassidy,Republic of Ireland,Accrington Stanley,English League One,LS
00011156,R. Celis,Venezuela,Caracas FC,Venezuelan Primera División,LAM
00001145,R. Centurion,Argentina,Vélez Sarsfield,Argentina Primera División,RW
00013508,R. Cespedes,Peru,Club Atlético Grau,Peruvian Primera División,LB
00006698,R. Chavez,Mexico,Club Necaxa,Mexican Liga MX,RB
00001638,R. Christie,Scotland,Celtic,Scottish Premiership,CAM
00008955,R. Civelek,Turkey,Fatih Karagümrük S.K.,Turkish Süper Lig,RCM
00003431,R. Civelli,Argentina,Club Atlético Huracán,Argentina Primera División,LCB
00017071,R. Connolly,Republic of Ireland,Finn Harps,Rep. Ireland Airtricity League,RCM
00015265,R. Cornwall,Republic of Ireland,Bohemian FC,Rep. Ireland Airtricity League,RCB
00001852,R. Cota,Mexico,Club León,Mexican Liga MX,GK
00015270,R. Coughlan,Republic of Ireland,Sligo Rovers,Rep. Ireland Airtricity League,ST
00005994,R. Cruzado,Peru,Alianza Lima,Peruvian Primera División,LDM
00017284,R. Cundy,England,Cambridge United,English League Two,RCB
00005601,R. Curtis,Republic of Ireland,Portsmouth,English League One,LM
00003666,R. Czichos,Germany,1. FC Köln,German 1. Bundesliga,LCB
00011827,R. Dalbea,Romania,FC Hermannstadt,Romanian Liga I,LDM
00015450,R. de Jesus,Ecuador,El Nacional,Ecuadorian Serie A,LCM
00002799,R. De Laet,Belgium,Royal Antwerp FC,Belgian Jupiler Pro League,LCB
00000990,R. De Paul,Argentina,Udinese,Italian Serie A,RCM
00018056,R. De Vries,New Zealand,Sligo Rovers,Rep. Ireland Airtricity League,LM
00012309,R. Deaconu,Romania,Gaz Metan Mediaº,Romanian Liga I,LDM
00012302,R. Decostere,Belgium,KSV Cercle Brugge,Belgian Jupiler Pro League,RB
00002431,R. Delgado,Argentina,Club Atlético Colón,Argentina Primera División,LB
00006504,R. DHaese,Belgium,KV Oostende,Belgian Jupiler Pro League,RW
00006580,R. Dickie,England,Queens Park Rangers,English League Championship,RCB
00009410,R. Dimitrov,Bulgaria,Sepsi OSK,Romanian Liga I,RB
00002532,R. Doan,Japan,DSC Arminia Bielefeld,German 1. Bundesliga,RCM
00015926,R. Donelon,Republic of Ireland,Sligo Rovers,Rep. Ireland Airtricity League,LB
00001371,R. Donk,Netherlands,Galatasaray SK,Turkish Süper Lig,RCB
00014575,R. Draper,England,Ross County FC,Scottish Premiership,RDM
00005268,R. Dugimont,France,AJ Auxerre,French Ligue 2,LM
00010183,R. Edwards,Australia,Burton Albion,English League One,RCM
00001046,R. Fahrmann,Germany,FC Schalke 04,German 1. Bundesliga,GK
00001442,R. Falk,Denmark,FC Kobenhavn,Danish Superliga,RCM
00015927,R. Fallowfield,England,Harrogate Town,English League Two,RB
00005258,R. Farfan,Chile,Coquimbo Unido,Chilian Campeonato Nacional,RW
00013869,R. Farro,Peru,Cusco FC,Peruvian Primera División,GK
00016384,R. Feely,Republic of Ireland,St. Patrick's Athletic,Rep. Ireland Airtricity League,RB
00010393,R. Feltscher,Venezuela,LA Galaxy,USA Major League Soccer,RB
00004358,R. Fernandez,Peru,Deportivo Binacional,Peruvian Primera División,GK
00009898,R. Fernandez,Uruguay,Club Guaraní,Paraguayan Primera División,LCM
00010959,R. Fernandez,Uruguay,Centro Atlético Fénix,Uruguayan Primera División,RDM
00014215,R. Fernandez,Uruguay,River Plate Asunción,Paraguayan Primera División,RB
00005230,R. Fiamozzi,Italy,Empoli,Italian Serie B,RB
00011864,R. Figiel,Poland,Podbeskidzie Bielsko-Bia³a,Polish T-Mobile Ekstraklasa,LDM
00015282,R. Figueroa,Venezuela,Zamora FC,Venezuelan Primera División,RM
00013696,R. Finn,Republic of Ireland,Shamrock Rovers,Rep. Ireland Airtricity League,RWB
00003949,R. Framberger,Germany,FC Augsburg,German 1. Bundesliga,RB
00013846,R. Frantsen,Denmark,AC Horsens,Danish Superliga,RS
00001319,R. Fredericks,England,West Ham United,English Premier League,RB
00000850,R. Freuler,Switzerland,Atalanta,Italian Serie A,LCM
00014327,R. Fulton,Scotland,Hamilton Academical FC,Scottish Premiership,GK
00000841,R. Funes Mori,Argentina,Monterrey,Mexican Liga MX,RS
00004841,R. Gabrielsen,Norway,Toulouse Football Club,French Ligue 2,RCB
00002432,R. Gagliolo,Sweden,Parma,Italian Serie A,LB
00008950,R. Gall,United States,Örebro SK,Swedish Allsvenskan,LM
00014257,R. Garay,Paraguay,Nacional Asunción,Paraguayan Primera División,LCB
00005314,R. Garcia,Uruguay,Club Atlético Colón,Argentina Primera División,RCB
00010314,R. Garcia,Germany,SV Waldhof Mannheim,German 3. Bundesliga,LM
00006231,R. Garcia Guerreno,Paraguay,Club Guaraní,Paraguayan Primera División,LCB
00004700,R. Gauld,Scotland,Farense,Portuguese Liga ZON SAGRES,RW
00011262,R. Gelmi,Switzerland,VVV-Venlo,Holland Eredivisie,RCB
00010077,R. Germain,Japan,Vegalta Sendai,Japanese J. League Division 1,RW
00008083,R. Ghoochannejhad,Iran,PEC Zwolle,Holland Eredivisie,ST
00001102,R. Gikiewicz,Poland,FC Augsburg,German 1. Bundesliga,GK
00011932,R. Giles,England,Coventry City,English League Championship,LWB
00010285,R. Gojani,Sweden,IF Elfsborg,Swedish Allsvenskan,RCM
00007282,R. Gonzalez,Argentina,Atlético de San Luis,Mexican Liga MX,LB
00000270,R. Gosens,Germany,Atalanta,Italian Serie A,LM
00010155,R. Gradinaru,Romania,FC Voluntari,Romanian Liga I,RW
00005121,R. Grange,France,La Berrichonne de Châteauroux,French Ligue 2,RM
00004284,R. Grant,Australia,Sydney FC,Australian Hyundai A-League,RB
00003807,R. Gravenberch,Netherlands,Ajax,Holland Eredivisie,RDM
00016436,R. Grecu,Romania,FC Arge<U+0219>,Romanian Liga I,RW
00014273,R. Greenidge,Guyana,Bolton Wanderers,English League Two,LCB
00013234,R. GregoCox,Republic of Ireland,Crawley Town,English League Two,RS
00010851,R. Grigore,Romania,Dinamo Bucureºti,Romanian Liga I,LCB
00014417,R. Guachire,Paraguay,Deportivo Binacional,Peruvian Primera División,RM
00003157,R. Gudino,Mexico,Guadalajara,Mexican Liga MX,GK
00000117,R. Guerreiro,Portugal,Borussia Dortmund,German 1. Bundesliga,LM
00001041,R. Gurtner,France,Amiens SC,French Ligue 2,GK
00002060,R. Hack,Germany,1. FC Nürnberg,German 2. Bundesliga,LS
00001419,R. Hamouma,France,AS Saint-Étienne,French Ligue 1,RM
00001010,R. Haps,Netherlands,Feyenoord,Holland Eredivisie,LB
00009100,R. Harakawa,Japan,Sagan Tosu,Japanese J. League Division 1,LCM
00011043,R. Hardie,Scotland,Plymouth Argyle,English League One,RS
00017797,R. Harkin,Republic of Ireland,Finn Harps,Rep. Ireland Airtricity League,CM
00010107,R. Haynes,England,Newport County,English League Two,LWB
00008941,R. Hedges,Wales,Aberdeen,Scottish Premiership,RW
00001831,R. Hennings,Germany,Fortuna Düsseldorf,German 2. Bundesliga,ST
00002543,R. Henry,England,Brentford,English League Championship,LB
00009744,R. Hernandez,Venezuela,Aberdeen,Scottish Premiership,RWB
00010723,R. Hernandez,Venezuela,Caracas FC,Venezuelan Primera División,RAM
00008389,R. Herrmann,Germany,FC Würzburger Kickers,German 2. Bundesliga,LM
00005219,R. Himmelmann,Germany,FC St. Pauli,German 2. Bundesliga,GK
00010839,R. Hoffmann,Germany,Bayern München II,German 3. Bundesliga,GK
00012281,R. Holden,Northern Ireland,Walsall,English League Two,CAM
00005286,R. Hollingshead,United States,FC Dallas,USA Major League Soccer,LB
00004119,R. Holzhauser,Austria,Beerschot AC,Belgian Jupiler Pro League,CM
00011423,R. Hunt,England,Swindon Town,English League One,LB
00013089,R. Hutton,England,Stevenage,English League Two,LB
00006898,R. Izumi,Japan,Kashima Antlers,Japanese J. League Division 1,LM
00002330,R. Jack,Scotland,Rangers FC,Scottish Premiership,RDM
00010511,R. Jackson,England,Gillingham,English League One,RB
00005814,R. James,England,Doncaster Rovers,English League One,LB
00011459,R. Janicki,Poland,Wis³a Kraków,Polish T-Mobile Ekstraklasa,LCB
00012376,R. Janicki,Poland,Warta Poznañ,Polish T-Mobile Ekstraklasa,CAM
00010677,R. Janssen,Netherlands,Fortuna Sittard,Holland Eredivisie,LCB
00010176,R. Jansson,Sweden,Orlando City SC,USA Major League Soccer,LCB
00000138,R. Jimenez,Mexico,Wolverhampton Wanderers,English Premier League,ST
00009247,R. Jonsson,Sweden,Helsingborgs IF,Swedish Allsvenskan,RS
00003110,R. Kent,England,Rangers FC,Scottish Premiership,LAM
00005950,R. Keogh,Republic of Ireland,Milton Keynes Dons,English League One,CB
00011382,R. Kerrouche,France,USL Dunkerque,French Ligue 2,RDM
00010132,R. Kerschbaum,Austria,FC Admira Wacker Mödling,Austrian Football Bundesliga,LDM
00001671,R. Khedira,Germany,FC Augsburg,German 1. Bundesliga,RDM
00014514,R. Kitto,Australia,Adelaide United,Australian Hyundai A-League,LB
00002260,R. Klavan,Estonia,Cagliari,Italian Serie A,LCB
00007853,R. Klingenburg,Germany,Viktoria Köln,German 3. Bundesliga,LDM
00001300,R. Knoche,Germany,1. FC Union Berlin,German 1. Bundesliga,CB
00001195,R. Koch,Germany,Leeds United,English Premier League,RCB
00006708,R. Koike,Japan,Yokohama F. Marinos,Japanese J. League Division 1,RB
00010986,R. Kolo Muani,France,FC Nantes,French Ligue 1,ST
00006486,R. Kongolo,Netherlands,SC Heerenveen,Holland Eredivisie,RCM
00012666,R. Konig,Germany,FSV Zwickau,German 3. Bundesliga,LS
00008085,R. Kose,Turkey,Kasimpaºa SK,Turkish Süper Lig,GK
00008829,R. Krausse,Germany,FC Ingolstadt 04,German 3. Bundesliga,RDM
00002579,R. Kristensen,Denmark,FC Red Bull Salzburg,Austrian Football Bundesliga,RB
00009364,R. Kristiansen,Norway,SK Brann,Norwegian Eliteserien,LB
00014453,R. Laidlaw,Scotland,Ross County FC,Scottish Premiership,GK
00010218,R. Lamie,Scotland,Motherwell,Scottish Premiership,LB
00004642,R. Lauritsen,Denmark,IFK Norrköping,Swedish Allsvenskan,LCB
00009320,R. Laursen,Denmark,Odense Boldklub,Danish Superliga,RB
00001574,R. Le Normand,France,Real Sociedad,Spain Primera Division,LCB
00004405,R. Leipertz,Germany,1. FC Heidenheim 1846,German 2. Bundesliga,LS
00002974,R. Lenis,Colombia,Club Atlético Banfield,Argentina Primera División,RM
00005854,R. Leonard,England,Millwall,English League Championship,RCM
00000004,R. Lewandowski,Poland,FC Bayern München,German 1. Bundesliga,ST
00006929,R. Lindgren,Sweden,BK Häcken,Swedish Allsvenskan,LCB
00010599,R. Lindkvist,Sweden,AIK,Swedish Allsvenskan,LWB
00009755,R. Ljubicic,Austria,SKN St. Pölten,Austrian Football Bundesliga,LCM
00005317,R. Lod,Finland,Minnesota United FC,USA Major League Soccer,LM
00000705,R. LoftusCheek,England,Chelsea,English Premier League,CAM
00010234,R. Lopes,Cape Verde,Shamrock Rovers,Rep. Ireland Airtricity League,CB
00003381,R. Lopez,Mexico,Deportivo Toluca,Mexican Liga MX,RWB
00015178,R. Lozano,Argentina,Club Atlético Huracán,Argentina Primera División,RB
00000079,R. Lukaku,Belgium,Inter,Italian Serie A,RS
00007622,R. Lundqvist,Sweden,FC Groningen,Holland Eredivisie,CAM
00011749,R. Mahazi,Australia,Incheon United FC,Korean K League Classic,LCM
00000099,R. Mahrez,Algeria,Manchester City,English Premier League,RW
00013617,R. Malone,United States,VfB Lübeck,German 3. Bundesliga,RCB
00002113,R. Mandragora,Italy,Udinese,Italian Serie A,CDM
00003223,R. Manning,Republic of Ireland,Queens Park Rangers,English League Championship,LB
00006458,R. Marchizza,Italy,Spezia,Italian Serie A,LB
00002162,R. Marin,Romania,Cagliari,Italian Serie A,CM
00004972,R. Martinez,Argentina,Club Atlético Tigre,Argentinian Primera B Nacional,LDM
00008491,R. Massimo,Germany,VfB Stuttgart,German 1. Bundesliga,RM
00004055,R. Matarrita,Costa Rica,New York City FC,USA Major League Soccer,LB
00005376,R. Matsuda,Japan,Cerezo Osaka,Japanese J. League Division 1,RB
00008403,R. Matsumoto,Japan,Oita Trinita,Japanese J. League Division 1,RM
00004194,R. MBolhi,Algeria,Ettifaq FC,Saudi Abdul L. Jameel League,GK
00012685,R. McArdle,Northern Ireland,Exeter City,English League Two,CB
00016490,R. McCourt,Republic of Ireland,Waterford FC,Rep. Ireland Airtricity League,LCB
00007383,R. McCrorie,Scotland,Aberdeen,Scottish Premiership,LCM
00012011,R. McCrorie,Scotland,Livingston FC,Scottish Premiership,GK
00012602,R. McDonald,England,Carlisle United,English League Two,CB
00009254,R. McGowan,Australia,Sydney FC,Australian Hyundai A-League,RCB
00003900,R. McGree,Australia,Adelaide United,Australian Hyundai A-League,LCM
00010097,R. McLaughlin,Northern Ireland,Rochdale,English League One,RB
00009366,R. Meara,United States,New York Red Bulls,USA Major League Soccer,GK
00013436,R. Menayese,Wales,Mansfield Town,English League Two,RCB
00002903,R. Metanire,Madagascar,Minnesota United FC,USA Major League Soccer,RB
00017768,R. Millen,Scotland,Kilmarnock,Scottish Premiership,RB
00010001,R. Moise,Romania,Astra Giurgiu,Romanian Liga I,LCM
00002476,R. Morioka,Japan,Sporting de Charleroi,Belgian Jupiler Pro League,CAM
00013460,R. Morishita,Japan,Sagan Tosu,Japanese J. League Division 1,RB
00009042,R. Mulumba,DR Congo,La Berrichonne de Châteauroux,French Ligue 2,RCM
00005739,R. Murawski,Poland,Denizlispor,Turkish Süper Lig,LDM
00017234,R. Najjarine,Australia,Melbourne City FC,Australian Hyundai A-League,LW
00008766,R. Niczuly,Romania,Sepsi OSK,Romanian Liga I,GK
00004717,R. Niyaz,Turkey,Denizlispor,Turkish Süper Lig,CAM
00010944,R. NorringtonDavies,Wales,Luton Town,English League Championship,LB
00006240,R. Noya,Argentina,Atlético de San Luis,Mexican Liga MX,LCB
00003840,R. Nteka,France,CF Fuenlabrada,Spanish Segunda División,CAM
00003112,R. Nyambe,Namibia,Blackburn Rovers,English League Championship,RB
00010388,R. ODonnell,England,Bradford City,English League Two,GK
00011557,R. ODonovan,Republic of Ireland,Newcastle Jets,Australian Hyundai A-League,RS
00007161,R. Ofosu,Germany,FC Botoºani,Romanian Liga I,LM
00005608,R. Ogawa,Japan,FC Tokyo,Japanese J. League Division 1,LB
00010650,R. Okui,Japan,Shimizu S-Pulse,Japanese J. League Division 1,LB
00015879,R. Onea,Romania,Politehnica Iaºi,Romanian Liga I,RB
00011021,R. Oprut,Romania,FC Hermannstadt,Romanian Liga I,LB
00007285,R. Ordonez,Ecuador,Emelec,Ecuadorian Serie A,LS
00001531,R. Orsolini,Italy,Bologna,Italian Serie A,RAM
00002433,R. Ortiz,Paraguay,Olimpia Asunción,Paraguayan Primera División,LCM
00003407,R. Oshima,Japan,Kawasaki Frontale,Japanese J. League Division 1,LCM
00007593,R. Osorio,Chile,Coquimbo Unido,Chilian Campeonato Nacional,LB
00001651,R. Oudin,France,FC Girondins de Bordeaux,French Ligue 1,RM
00001783,R. Palacio,Argentina,Bologna,Italian Serie A,ST
00002770,R. Pasveer,Netherlands,Vitesse,Holland Eredivisie,GK
00013854,R. Patriche,Romania,Academica Clinceni,Romanian Liga I,LCB
00006180,R. Perez,Colombia,Club Atlético Talleres,Argentina Primera División,LCB
00002578,R. Perraud,France,Stade Brestois 29,French Ligue 1,LB
00003120,R. Petretta,Italy,FC Basel 1893,Swiss Super League,LB
00002882,R. Petrovic,Serbia,UD Almería,Spanish Segunda División,LDM
00004406,R. Philippoteaux,France,Nîmes Olympique,French Ligue 1,LM
00007210,R. Pich,Slovakia,Œl¹sk Wroc³aw,Polish T-Mobile Ekstraklasa,LM
00009342,R. Pietrzak,Poland,Lechia Gdañsk,Polish T-Mobile Ekstraklasa,LB
00006703,R. Piris Da Motta,Paraguay,Gençlerbirligi SK,Turkish Süper Lig,RDM
00009671,R. Piscopo,Australia,Wellington Phoenix,Australian Hyundai A-League,LM
00001275,R. Pizarro,Mexico,Inter Miami,USA Major League Soccer,CAM
00012009,R. Poole,Wales,Milton Keynes Dons,English League One,RCB
00007334,R. Porteous,Scotland,Hibernian,Scottish Premiership,RCB
00011275,R. Preissinger,Germany,FC Ingolstadt 04,German 3. Bundesliga,LDM
00005385,R. Prochazka,Slovakia,Górnik Zabrze,Polish T-Mobile Ekstraklasa,RCM
00006804,R. Propper,Netherlands,Heracles Almelo,Holland Eredivisie,RCB
00008213,R. Puncec,Croatia,Sporting Kansas City,USA Major League Soccer,RCB
00016386,R. Pyke,England,Shrewsbury,English League One,ST
00001325,R. Quaison,Sweden,1. FSV Mainz 05,German 1. Bundesliga,LAM
00008219,R. Quijada,Venezuela,Alianza Lima,Peruvian Primera División,LCB
